,out_temp,out_abs_humid,rm0_ac_operate,rm0_t_r,rm0_x_r,rm0_ot,rm0_l_s_c,rm0_l_s_r,rm0_l_l_c,rm1_ac_operate,rm1_t_r,rm1_x_r,rm1_ot,rm1_l_s_c,rm1_l_s_r,rm1_l_l_c,rm2_ac_operate,rm2_t_r,rm2_x_r,rm2_ot,rm2_l_s_c,rm2_l_s_r,rm2_l_l_c
1989-01-01 00:00:00,2.41,0.0,OperationMode.STOP_CLOSE,8.63,0.0032,7.99,0.0,0.0,0.0,OperationMode.COOLING,8.16,482246284853370.4,7.66,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.63,2691581310498280.5,4.88,0.0,0.0,0.0
1989-01-01 01:00:00,2.71,0.0,OperationMode.STOP_CLOSE,7.37,0.0032,6.9,0.0,0.0,0.0,OperationMode.COOLING,7.47,485431395092618.6,6.98,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.18,2725637171908315.0,4.4,0.0,0.0,0.0
1989-01-01 02:00:00,2.86,0.0,OperationMode.STOP_CLOSE,6.5,0.0032,6.1,0.0,0.0,0.0,OperationMode.COOLING,6.9,488806677261833.0,6.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.8,2759926959537721.0,4.01,0.0,0.0,0.0
1989-01-01 03:00:00,2.65,0.0,OperationMode.STOP_CLOSE,5.77,0.0032,5.44,0.0,0.0,0.0,OperationMode.COOLING,6.38,492364792694350.0,5.91,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.47,2794463827725918.5,3.66,0.0,0.0,0.0
1989-01-01 04:00:00,2.4,0.0,OperationMode.STOP_CLOSE,5.12,0.0032,4.84,0.0,0.0,0.0,OperationMode.COOLING,5.9,496098913463779.0,5.43,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.17,2829260251381226.0,3.34,0.0,0.0,0.0
1989-01-01 05:00:00,2.55,0.0,OperationMode.STOP_CLOSE,4.62,0.0032,4.38,0.0,0.0,0.0,OperationMode.COOLING,5.5,500002692122400.1,5.04,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.89,2864328251785513.5,3.05,0.0,0.0,0.0
1989-01-01 06:00:00,2.61,0.0,OperationMode.STOP_CLOSE,4.24,0.0033,4.03,0.0,0.0,0.0,OperationMode.COOLING,5.17,504070232297870.6,4.74,0.0,0.0,0.0,OperationMode.STOP_CLOSE,2.69,2899679428755643.5,2.84,0.0,0.0,0.0
1989-01-01 07:00:00,2.3,0.0,OperationMode.STOP_CLOSE,4.33,0.0033,4.03,0.0,0.0,0.0,OperationMode.COOLING,4.8,508270559270975.5,4.46,0.0,0.0,0.0,OperationMode.COOLING,2.84,2931224526987004.0,2.89,0.0,0.0,0.0
1989-01-01 08:00:00,2.82,0.0,OperationMode.HEATING,6.13,0.0033,5.71,0.0,0.0,0.0,OperationMode.COOLING,4.87,512527202251709.0,4.92,0.0,0.0,0.0,OperationMode.COOLING,2.98,2957019162123707.0,3.09,0.0,0.0,0.0
1989-01-01 09:00:00,4.53,0.0,OperationMode.HEATING,9.6,0.0033,9.5,0.0,0.0,0.0,OperationMode.COOLING,6.92,516870994954773.3,7.45,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.08,2988539684050801.0,3.54,0.0,0.0,0.0
1989-01-01 10:00:00,6.58,0.0,OperationMode.HEATING,14.17,0.0033,14.49,0.0,0.0,0.0,OperationMode.COOLING,10.4,521332720847627.7,11.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,3.67,3020513647678572.5,4.48,0.0,0.0,0.0
1989-01-01 11:00:00,8.0,0.0,OperationMode.HEATING,18.64,0.0034,18.9,0.0,0.0,0.0,OperationMode.COOLING,14.0,525892938934607.44,15.1,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.64,3053744580383560.5,5.84,0.0,0.0,0.0
1989-01-01 12:00:00,8.8,0.0,OperationMode.HEATING,20.9,0.0034,21.48,-2515.0,0.0,0.0,OperationMode.COOLING,16.88,530571003358930.0,18.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.86,3087573898868156.0,7.3,0.0,0.0,0.0
1989-01-01 13:00:00,9.49,0.0,OperationMode.HEATING,22.57,0.0034,23.22,-1522.0,0.0,0.0,OperationMode.COOLING,19.48,535332676235584.94,20.5,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.98,3119170024566179.0,8.54,0.0,0.0,0.0
1989-01-01 14:00:00,9.72,0.0,OperationMode.STOP_CLOSE,24.17,0.0034,24.02,0.0,0.0,0.0,OperationMode.STOP_CLOSE,20.62,540238519359008.75,21.17,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.93,3157555954353133.5,9.59,0.0,0.0,0.0
1989-01-01 15:00:00,9.34,0.0,OperationMode.STOP_CLOSE,22.97,0.0033,22.32,0.0,0.0,0.0,OperationMode.STOP_CLOSE,20.07,545285172607199.75,20.12,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.65,3195787296502915.0,10.19,0.0,0.0,0.0
1989-01-01 16:00:00,8.52,0.0,OperationMode.STOP_CLOSE,21.69,0.0034,20.59,0.0,0.0,0.0,OperationMode.COOLING,19.06,550401729021944.2,18.72,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.85,3226367499176782.0,10.15,0.0,0.0,0.0
1989-01-01 17:00:00,7.52,0.0,OperationMode.HEATING,19.56,0.0034,18.33,0.0,0.0,0.0,OperationMode.COOLING,17.27,555618451165537.0,16.79,0.0,0.0,0.0,OperationMode.COOLING,8.74,3262279381881017.0,9.76,0.0,0.0,0.0
1989-01-01 18:00:00,6.71,0.0,OperationMode.HEATING,17.96,0.0036,16.6,0.0,0.0,0.0,OperationMode.COOLING,15.44,560934052183862.7,14.95,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.26,3298020374436598.0,9.09,0.0,0.0,0.0
1989-01-01 19:00:00,6.4,0.0,OperationMode.HEATING,16.64,0.0037,15.3,0.0,0.0,0.0,OperationMode.STOP_CLOSE,13.77,566382694426983.6,13.38,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.77,3338243301163224.5,8.47,0.0,0.0,0.0
1989-01-01 20:00:00,6.4,0.0,OperationMode.HEATING,15.22,0.0038,14.04,0.0,0.0,0.0,OperationMode.COOLING,12.73,571927692349545.1,12.31,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.31,3374148363239027.5,7.93,0.0,0.0,0.0
1989-01-01 21:00:00,6.32,0.0,OperationMode.HEATING,14.15,0.0038,13.05,0.0,0.0,0.0,OperationMode.COOLING,11.75,577010858480851.8,11.39,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.11,3331157342511296.5,7.59,0.0,0.0,0.0
1989-01-01 22:00:00,6.16,0.0,OperationMode.HEATING,12.89,0.0038,11.99,0.0,0.0,0.0,OperationMode.COOLING,10.99,581112697872267.2,10.64,0.0,0.0,0.0,OperationMode.COOLING,7.07,3264639770658148.5,7.42,0.0,0.0,0.0
1989-01-01 23:00:00,6.02,0.0,OperationMode.STOP_CLOSE,11.59,0.0038,10.91,0.0,0.0,0.0,OperationMode.COOLING,10.57,584445462354382.8,10.14,0.0,0.0,0.0,OperationMode.COOLING,6.59,3225453251776360.5,7.01,0.0,0.0,0.0
1989-01-02 00:00:00,5.71,0.0,OperationMode.STOP_CLOSE,10.48,0.0038,9.93,0.0,0.0,0.0,OperationMode.COOLING,10.03,587934953609429.8,9.59,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.12,3268349660533534.0,6.54,0.0,0.0,0.0
1989-01-02 01:00:00,5.48,0.0,OperationMode.STOP_CLOSE,9.35,0.0038,8.94,0.0,0.0,0.0,OperationMode.COOLING,9.43,591681829951096.9,9.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.72,3309861769418201.0,6.11,0.0,0.0,0.0
1989-01-02 02:00:00,5.56,0.0,OperationMode.STOP_CLOSE,8.56,0.0038,8.21,0.0,0.0,0.0,OperationMode.COOLING,8.93,595667482135202.5,8.49,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.37,3351649873796837.5,5.73,0.0,0.0,0.0
1989-01-02 03:00:00,5.5,0.0,OperationMode.STOP_CLOSE,7.92,0.0037,7.62,0.0,0.0,0.0,OperationMode.COOLING,8.49,599882511675817.1,8.05,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.06,3393730472046958.0,5.4,0.0,0.0,0.0
1989-01-02 04:00:00,5.46,0.0,OperationMode.STOP_CLOSE,7.37,0.0037,7.12,0.0,0.0,0.0,OperationMode.COOLING,8.1,604318170767185.6,7.66,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.78,3436119204959044.5,5.11,0.0,0.0,0.0
1989-01-02 05:00:00,5.51,0.0,OperationMode.STOP_CLOSE,6.95,0.0037,6.72,0.0,0.0,0.0,OperationMode.COOLING,7.77,608966323631882.4,7.33,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.53,3478831131953325.0,4.86,0.0,0.0,0.0
1989-01-02 06:00:00,5.48,0.0,OperationMode.STOP_CLOSE,7.16,0.0037,6.73,0.0,0.0,0.0,OperationMode.COOLING,7.3,613805271773429.2,6.95,0.0,0.0,0.0,OperationMode.COOLING,4.65,3519407076572906.0,4.85,0.0,0.0,0.0
1989-01-02 07:00:00,4.88,0.0,OperationMode.HEATING,7.73,0.0037,7.19,0.0,0.0,0.0,OperationMode.COOLING,6.71,618762777106139.2,6.58,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.87,3554518344348052.5,4.99,0.0,0.0,0.0
1989-01-02 08:00:00,4.8,0.0,OperationMode.HEATING,8.4,0.0037,8.08,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.86,623844284714881.2,6.97,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.54,3591454410787690.5,4.89,0.0,0.0,0.0
1989-01-02 09:00:00,5.82,0.0,OperationMode.HEATING,9.67,0.0037,9.2,0.0,0.0,0.0,OperationMode.STOP_CLOSE,7.54,629083984216435.4,7.63,0.0,0.0,0.0,OperationMode.STOP_CLOSE,4.63,3633705847398841.0,5.14,0.0,0.0,0.0
1989-01-02 10:00:00,6.7,0.0,OperationMode.HEATING,9.53,0.0037,9.41,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.07,634497998486255.8,8.27,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.04,3675639150992057.5,5.67,0.0,0.0,0.0
1989-01-02 11:00:00,6.81,0.0,OperationMode.STOP_CLOSE,9.82,0.0036,9.79,0.0,0.0,0.0,OperationMode.STOP_CLOSE,8.61,640066492729889.2,8.85,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.51,3719091528929725.5,6.22,0.0,0.0,0.0
1989-01-02 12:00:00,7.07,0.0,OperationMode.HEATING,11.4,0.0036,11.0,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.2,645778176897754.5,9.46,0.0,0.0,0.0,OperationMode.STOP_CLOSE,5.93,3759705038652949.5,6.7,0.0,0.0,0.0
1989-01-02 13:00:00,7.31,0.0,OperationMode.HEATING,11.69,0.0036,11.45,0.0,0.0,0.0,OperationMode.STOP_CLOSE,9.75,651658155761393.6,10.03,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.33,3804367911376946.0,7.12,0.0,0.0,0.0
1989-01-02 14:00:00,7.5,0.0,OperationMode.STOP_CLOSE,12.05,0.0035,12.09,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.46,657672740643660.1,10.83,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.69,3847909703143365.0,7.48,0.0,0.0,0.0
1989-01-02 15:00:00,7.54,0.0,OperationMode.STOP_CLOSE,13.66,0.0035,13.92,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.81,663858079142688.4,12.39,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.88,3894477543151148.0,7.69,0.0,0.0,0.0
1989-01-02 16:00:00,7.52,0.0,OperationMode.HEATING,14.81,0.0035,14.65,0.0,0.0,0.0,OperationMode.STOP_CLOSE,12.53,670167611519330.0,12.87,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.95,3936574397485614.0,7.74,0.0,0.0,0.0
1989-01-02 17:00:00,7.14,0.0,OperationMode.HEATING,14.77,0.0035,13.9,0.0,0.0,0.0,OperationMode.STOP_CLOSE,11.92,676611328970144.6,11.9,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.82,3980752408635177.5,7.52,0.0,0.0,0.0
1989-01-02 18:00:00,6.44,0.0,OperationMode.HEATING,13.79,0.0034,12.73,0.0,0.0,0.0,OperationMode.STOP_CLOSE,10.87,683153860999142.0,10.71,0.0,0.0,0.0,OperationMode.STOP_CLOSE,6.51,4023191019236093.0,7.11,0.0,0.0,0.0
