月,日,時,外気温[℃],外気絶対湿度 [kg/kgDA],法線面直達日射量 [W/m2],水平面天空日射量 [W/m2],水平面夜間放射量 [W/m2],太陽高度角[度],太陽方位角[度]
10,13,14,22.8,10.6,36.11111111,180.5555556,47.22222222,37.7,42.1
10,13,15,21.5,11.2,27.77777778,119.4444444,41.66666667,28.4,55.9
10,13,16,21.2,11.3,36.11111111,75,41.66666667,17.5,67
10,13,17,20.9,11.5,33.33333333,22.22222222,27.77777778,5.8,76.3
10,13,18,19.1,11.6,0,0,13.88888889,0,0
10,13,19,18.5,11.8,0,0,13.88888889,0,0
10,13,20,18.1,11.9,0,0,13.88888889,0,0
10,13,21,18,12.1,0,0,13.88888889,0,0
10,13,22,18.2,11.8,0,0,11.11111111,0,0
10,13,23,18.2,11.6,0,0,13.88888889,0,0
10,13,24,18.5,11.3,0,0,16.66666667,0,0
10,14,1,18.3,11.1,0,0,19.44444444,0,0
10,14,2,17.7,10.8,0,0,22.22222222,0,0
10,14,3,17.4,10.6,0,0,22.22222222,0,0
10,14,4,17.7,10.3,0,0,25,0,0
10,14,5,17.5,10,0,0,30.55555556,0,0
10,14,6,17,9.8,0,2.777777778,33.33333333,0,0
10,14,7,16.8,9.5,22.22222222,33.33333333,33.33333333,9.4,-73.3
10,14,8,16.7,9.3,22.22222222,80.55555556,38.88888889,20.9,-63.5
10,14,9,18,9,19.44444444,116.6666667,38.88888889,31.3,-51.7
10,14,10,18.9,8.7,5.555555556,130.5555556,38.88888889,39.9,-36.8
10,14,11,19.6,8.4,0,147.2222222,36.11111111,45.6,-18
10,14,12,20.4,8.2,11.11111111,144.4444444,38.88888889,47.2,3.5
10,14,13,20.7,7.9,88.88888889,263.8888889,63.88888889,44.2,24.4
10,14,14,21.4,7.7,97.22222222,225,66.66666667,37.4,41.9
10,14,15,21.2,7.4,11.11111111,91.66666667,38.88888889,28.1,55.7
10,14,16,20.9,7.6,16.66666667,58.33333333,41.66666667,17.2,66.7
10,14,17,20.5,7.7,27.77777778,19.44444444,38.88888889,5.5,76.1
10,14,18,19.7,7.8,0,0,38.88888889,0,0
10,14,19,19,7.9,0,0,38.88888889,0,0
10,14,20,17.8,8.1,0,0,36.11111111,0,0
10,14,21,16.4,8.2,0,0,33.33333333,0,0
10,14,22,15.3,8.1,0,0,33.33333333,0,0
10,14,23,14.4,8.1,0,0,36.11111111,0,0
10,14,24,13.7,7.9,0,0,33.33333333,0,0
10,15,1,13.3,7.9,0,0,33.33333333,0,0
10,15,2,13.1,7.8,0,0,33.33333333,0,0
10,15,3,12.8,7.7,0,0,33.33333333,0,0
10,15,4,12.9,7.7,0,0,33.33333333,0,0
10,15,5,12.9,7.7,0,0,33.33333333,0,0
10,15,6,12.9,7.7,0,2.777777778,33.33333333,0,0
10,15,7,13.2,7.7,16.66666667,30.55555556,33.33333333,9.3,-73
10,15,8,14.2,7.7,13.88888889,63.88888889,33.33333333,20.7,-63.2
10,15,9,15.3,7.7,8.333333333,97.22222222,33.33333333,31.1,-51.4
10,15,10,16.6,8.1,2.777777778,119.4444444,33.33333333,39.6,-36.4
10,15,11,17.3,8.5,5.555555556,130.5555556,33.33333333,45.3,-17.8
10,15,12,18.9,9,30.55555556,211.1111111,47.22222222,46.8,3.5
10,15,13,19.6,9.4,0,133.3333333,33.33333333,43.8,24.3
10,15,14,19.6,9.8,2.777777778,113.8888889,33.33333333,37,41.7
10,15,15,18.7,10.3,11.11111111,86.11111111,30.55555556,27.8,55.4
10,15,16,18.1,10.5,11.11111111,44.44444444,30.55555556,17,66.5
10,15,17,17.8,10.7,2.777777778,11.11111111,11.11111111,5.3,75.8
10,15,18,17.7,10.9,0,0,13.88888889,0,0
10,15,19,17.5,11.1,0,0,13.88888889,0,0
10,15,20,17.8,11.3,0,0,11.11111111,0,0
10,15,21,17.3,11.6,0,0,11.11111111,0,0
10,15,22,17.3,11.5,0,0,11.11111111,0,0
10,15,23,17.2,11.5,0,0,11.11111111,0,0
10,15,24,16.9,11.4,0,0,11.11111111,0,0
10,16,1,16.9,11.3,0,0,13.88888889,0,0
10,16,2,17,11.3,0,0,22.22222222,0,0
10,16,3,16.9,11.3,0,0,22.22222222,0,0
10,16,4,16.8,11.3,0,0,27.77777778,0,0
10,16,5,16.9,11.4,0,0,30.55555556,0,0
10,16,6,17,11.5,0,2.777777778,36.11111111,0,0
10,16,7,17.1,11.6,55.55555556,41.66666667,41.66666667,9.1,-72.7
10,16,8,17.5,11.7,222.2222222,125,58.33333333,20.5,-62.8
10,16,9,19,11.8,533.3333333,152.7777778,77.77777778,30.8,-51
10,16,10,21.2,11.2,558.3333333,191.6666667,80.55555556,39.3,-36.2
10,16,11,22.9,10.6,558.3333333,219.4444444,86.11111111,44.9,-17.6
10,16,12,23.8,10,563.8888889,225,88.88888889,46.4,3.6
10,16,13,23.9,9.4,561.1111111,211.1111111,91.66666667,43.4,24.2
10,16,14,24,8.8,372.2222222,222.2222222,86.11111111,36.7,41.5
10,16,15,24.9,8.2,516.6666667,136.1111111,100,27.5,55.2
10,16,16,24.5,8.3,405.5555556,88.88888889,97.22222222,16.7,66.2
10,16,17,23.2,8.5,169.4444444,27.77777778,91.66666667,5,75.5
10,16,18,21.9,8.7,0,0,88.88888889,0,0
10,16,19,20.8,8.8,0,0,83.33333333,0,0
10,16,20,20,9,0,0,83.33333333,0,0
10,16,21,18.9,9.2,0,0,80.55555556,0,0
10,16,22,18.3,9.2,0,0,75,0,0
10,16,23,17.3,9.2,0,0,72.22222222,0,0
10,16,24,16.6,9.2,0,0,72.22222222,0,0
10,17,1,16.4,9.3,0,0,66.66666667,0,0
10,17,2,15.7,9.3,0,0,66.66666667,0,0
10,17,3,15.6,9.4,0,0,63.88888889,0,0
10,17,4,15.3,9.4,0,0,61.11111111,0,0
10,17,5,15,9.4,0,0,61.11111111,0,0
10,17,6,14.5,9.4,0,2.777777778,58.33333333,0,0
10,17,7,14.7,9.4,122.2222222,47.22222222,55.55555556,8.9,-72.3
10,17,8,15.4,9.4,280.5555556,122.2222222,69.44444444,20.3,-62.5
10,17,9,17.5,9.4,505.5555556,158.3333333,83.33333333,30.6,-50.7
10,17,10,20.1,9,525,200,88.88888889,39,-35.9
10,17,11,21.2,8.7,158.3333333,288.8888889,69.44444444,44.6,-17.4
10,17,12,21.3,8.4,36.11111111,227.7777778,50,46.1,3.6
10,17,13,21.9,8,283.3333333,277.7777778,80.55555556,43.1,24.1
10,17,14,22.1,7.7,519.4444444,186.1111111,97.22222222,36.4,41.3
10,17,15,22.1,7.4,491.6666667,138.8888889,97.22222222,27.1,55
10,17,16,22.3,7.5,380.5555556,88.88888889,100,16.4,65.9
10,17,17,22.2,7.6,227.7777778,25,94.44444444,4.8,75.3
10,17,18,21.1,7.7,0,0,88.88888889,0,0
10,17,19,19.8,7.8,0,0,83.33333333,0,0
10,17,20,19.4,7.9,0,0,83.33333333,0,0
10,17,21,18,8,0,0,77.77777778,0,0
10,17,22,17.4,8.1,0,0,72.22222222,0,0
10,17,23,17.1,8.1,0,0,69.44444444,0,0
10,17,24,17.3,8.3,0,0,66.66666667,0,0
10,18,1,17.2,8.3,0,0,63.88888889,0,0
10,18,2,16.6,8.4,0,0,61.11111111,0,0
10,18,3,16.4,8.5,0,0,55.55555556,0,0
10,18,4,16.3,8.3,0,0,52.77777778,0,0
10,18,5,16,8,0,0,52.77777778,0,0
10,18,6,16.3,7.7,0,2.777777778,50,0,0
10,18,7,16.2,7.6,52.77777778,38.88888889,47.22222222,8.7,-72
10,18,8,16.8,7.3,300,119.4444444,83.33333333,20.1,-62.2
10,18,9,17.2,7.1,350,183.3333333,86.11111111,30.3,-50.4
10,18,10,18.1,6.7,519.4444444,200,97.22222222,38.8,-35.6
10,18,11,19.4,6.4,533.3333333,225,102.7777778,44.3,-17.2
10,18,12,20.3,6,530.5555556,233.3333333,102.7777778,45.7,3.7
10,18,13,20.3,5.6,530.5555556,216.6666667,105.5555556,42.7,24
10,18,14,20,5.2,522.2222222,183.3333333,111.1111111,36,41.1
10,18,15,19.7,4.9,413.8888889,152.7777778,105.5555556,26.8,54.7
10,18,16,18.8,5.1,61.11111111,80.55555556,61.11111111,16.1,65.7
10,18,17,17.8,5.2,63.88888889,19.44444444,58.33333333,4.5,75
10,18,18,16.8,5.3,0,0,52.77777778,0,0
10,18,19,16,5.4,0,0,52.77777778,0,0
10,18,20,15.1,5.5,0,0,47.22222222,0,0
10,18,21,14.5,5.7,0,0,44.44444444,0,0
10,18,22,13.6,5.8,0,0,41.66666667,0,0
10,18,23,13.5,5.9,0,0,38.88888889,0,0
10,18,24,12.6,6,0,0,33.33333333,0,0
10,19,1,12.1,6,0,0,30.55555556,0,0
10,19,2,12.1,6.1,0,0,30.55555556,0,0
10,19,3,12.1,6.2,0,0,27.77777778,0,0
10,19,4,12.1,6.4,0,0,25,0,0
10,19,5,12.5,6.5,0,0,22.22222222,0,0
10,19,6,11.9,6.6,0,0,19.44444444,0,0
10,19,7,11.6,6.7,5.555555556,19.44444444,16.66666667,8.5,-71.7
10,19,8,12.2,6.9,8.333333333,50,13.88888889,19.9,-61.9
10,19,9,12.9,7,11.11111111,88.88888889,25,30.1,-50.1
10,19,10,13.6,7.2,8.333333333,111.1111111,22.22222222,38.5,-35.3
10,19,11,14.1,7.4,11.11111111,122.2222222,22.22222222,43.9,-17
10,19,12,13,7.6,13.88888889,102.7777778,22.22222222,45.3,3.7
10,19,13,12.9,7.7,0,80.55555556,13.88888889,42.4,23.9
10,19,14,12.7,7.9,5.555555556,66.66666667,13.88888889,35.7,40.9
10,19,15,12.8,8.1,2.777777778,52.77777778,11.11111111,26.6,54.5
10,19,16,12.6,8.1,8.333333333,38.88888889,13.88888889,15.9,65.4
10,19,17,12.2,8.2,19.44444444,11.11111111,13.88888889,4.3,74.7
10,19,18,12.1,8.2,0,0,13.88888889,0,0
10,19,19,12,8.2,0,0,13.88888889,0,0
10,19,20,12.1,8.3,0,0,13.88888889,0,0
10,19,21,12.4,8.3,0,0,13.88888889,0,0
10,19,22,12.3,8.4,0,0,13.88888889,0,0
10,19,23,12.6,8.5,0,0,13.88888889,0,0
10,19,24,12.8,8.5,0,0,19.44444444,0,0
10,20,1,13.1,8.6,0,0,27.77777778,0,0
10,20,2,13.3,8.7,0,0,36.11111111,0,0
10,20,3,13.2,8.7,0,0,44.44444444,0,0
10,20,4,13.5,8.9,0,0,52.77777778,0,0
10,20,5,13.5,9,0,0,58.33333333,0,0
10,20,6,13.6,9.1,0,2.777777778,66.66666667,0,0
10,20,7,13.6,9.2,236.1111111,47.22222222,72.22222222,8.3,-71.4
10,20,8,15.5,9.3,497.2222222,97.22222222,83.33333333,19.6,-61.6
10,20,9,18.4,9.5,588.8888889,133.3333333,86.11111111,29.8,-49.8
10,20,10,20.2,9.3,627.7777778,163.8888889,88.88888889,38.2,-35
10,20,11,21.3,9.2,633.3333333,188.8888889,88.88888889,43.6,-16.8
10,20,12,21.7,9,336.1111111,283.3333333,77.77777778,45,3.8
10,20,13,21.9,8.8,155.5555556,269.4444444,66.66666667,42,23.7
10,20,14,22.4,8.6,622.2222222,152.7777778,94.44444444,35.4,40.7
10,20,15,22.2,8.5,502.7777778,133.3333333,88.88888889,26.3,54.2
10,20,16,22.1,8.4,436.1111111,80.55555556,94.44444444,15.6,65.2
10,20,17,21,8.4,341.6666667,19.44444444,94.44444444,4,74.5
10,20,18,20.2,8.3,0,0,91.66666667,0,0
10,20,19,19,8.3,0,0,91.66666667,0,0
10,20,20,17.6,8.3,0,0,91.66666667,0,0
10,20,21,17.6,8.3,0,0,91.66666667,0,0
10,20,22,17.2,8.3,0,0,88.88888889,0,0
10,20,23,17,8.3,0,0,91.66666667,0,0
10,20,24,16,8.3,0,0,88.88888889,0,0
10,21,1,16,8.4,0,0,88.88888889,0,0
10,21,2,15.8,8.4,0,0,88.88888889,0,0
10,21,3,15.6,8.5,0,0,88.88888889,0,0
10,21,4,14.9,8.4,0,0,88.88888889,0,0
10,21,5,14.5,8.4,0,0,88.88888889,0,0
10,21,6,13.9,8.4,0,0,88.88888889,0,0
10,21,7,14,8.4,247.2222222,44.44444444,88.88888889,8.2,-71.1
10,21,8,15.1,8.4,555.5555556,86.11111111,88.88888889,19.4,-61.3
10,21,9,17.4,8.4,669.4444444,113.8888889,91.66666667,29.6,-49.5
10,21,10,19.4,8.3,700,138.8888889,97.22222222,37.9,-34.8
10,21,11,20.2,8.2,719.4444444,155.5555556,97.22222222,43.2,-16.6
10,21,12,21.4,8.1,713.8888889,161.1111111,100,44.6,3.8
10,21,13,21.6,8.1,713.8888889,150,100,41.6,23.6
10,21,14,22.1,8,697.2222222,130.5555556,100,35.1,40.5
10,21,15,21.9,8,644.4444444,105.5555556,100,26,54
10,21,16,21.6,8,486.1111111,75,100,15.3,64.9
10,21,17,21,8.2,388.8888889,19.44444444,94.44444444,3.8,74.2
10,21,18,20.3,8.3,0,0,88.88888889,0,0
10,21,19,18.7,8.4,0,0,83.33333333,0,0
10,21,20,17.8,8.5,0,0,77.77777778,0,0
10,21,21,16.9,8.7,0,0,72.22222222,0,0
10,21,22,16.1,8.7,0,0,72.22222222,0,0
10,21,23,15.8,8.7,0,0,66.66666667,0,0
10,21,24,15.3,8.8,0,0,63.88888889,0,0
10,22,1,15.4,8.8,0,0,61.11111111,0,0
10,22,2,15.1,8.8,0,0,58.33333333,0,0
10,22,3,14.9,8.9,0,0,55.55555556,0,0
10,22,4,15.1,8.8,0,0,52.77777778,0,0
10,22,5,15.4,8.8,0,0,50,0,0
10,22,6,15.5,8.7,0,0,47.22222222,0,0
10,22,7,15.5,8.7,36.11111111,30.55555556,44.44444444,8,-70.7
10,22,8,15.9,8.6,27.77777778,75,41.66666667,19.2,-60.9
10,22,9,17.5,8.5,41.66666667,141.6666667,50,29.3,-49.2
10,22,10,18.9,8.4,83.33333333,222.2222222,61.11111111,37.6,-34.5
10,22,11,20.7,8.3,338.8888889,269.4444444,86.11111111,42.9,-16.5
10,22,12,22.1,8.2,344.4444444,277.7777778,88.88888889,44.3,3.8
10,22,13,22.5,8.1,338.8888889,258.3333333,91.66666667,41.3,23.5
10,22,14,22.6,8,88.88888889,205.5555556,63.88888889,34.7,40.3
10,22,15,22.7,7.9,19.44444444,100,44.44444444,25.7,53.8
10,22,16,21.5,8,27.77777778,58.33333333,44.44444444,15.1,64.7
10,22,17,20.3,8.2,47.22222222,13.88888889,44.44444444,3.5,73.9
10,22,18,20.1,8.3,0,0,50,0,0
10,22,19,19.1,8.4,0,0,52.77777778,0,0
10,22,20,18.7,8.5,0,0,52.77777778,0,0
10,22,21,18.2,8.7,0,0,55.55555556,0,0
10,22,22,17.6,8.5,0,0,58.33333333,0,0
10,22,23,16.9,8.3,0,0,61.11111111,0,0
10,22,24,16,8.2,0,0,66.66666667,0,0
10,23,1,14.9,8,0,0,69.44444444,0,0
10,23,2,14,7.8,0,0,69.44444444,0,0
10,23,3,13.5,7.7,0,0,72.22222222,0,0
10,23,4,12.9,7.6,0,0,77.77777778,0,0
10,23,5,12.6,7.6,0,0,77.77777778,0,0
10,23,6,12.2,7.6,0,0,80.55555556,0,0
10,23,7,12.2,7.6,111.1111111,41.66666667,83.33333333,7.8,-70.4
10,23,8,13.5,7.6,472.2222222,97.22222222,88.88888889,19,-60.6
10,23,9,16.9,7.6,566.6666667,136.1111111,91.66666667,29.1,-48.9
10,23,10,19,7.3,483.3333333,202.7777778,91.66666667,37.3,-34.3
10,23,11,19.7,7.2,602.7777778,194.4444444,97.22222222,42.6,-16.3
10,23,12,19.4,6.9,605.5555556,200,100,43.9,3.8
10,23,13,20.6,6.7,494.4444444,219.4444444,97.22222222,41,23.4
10,23,14,21.3,6.5,261.1111111,222.2222222,83.33333333,34.4,40.1
10,23,15,20.6,6.3,216.6666667,161.1111111,80.55555556,25.4,53.5
10,23,16,19.4,6.4,322.2222222,83.33333333,94.44444444,14.8,64.4
10,23,17,17.7,6.4,197.2222222,16.66666667,88.88888889,3.3,73.7
10,23,18,16,6.5,0,0,88.88888889,0,0
10,23,19,14.8,6.5,0,0,86.11111111,0,0
10,23,20,14.3,6.6,0,0,86.11111111,0,0
10,23,21,13.5,6.7,0,0,86.11111111,0,0
10,23,22,13,6.6,0,0,86.11111111,0,0
10,23,23,12.5,6.5,0,0,86.11111111,0,0
10,23,24,12.4,6.5,0,0,86.11111111,0,0
10,24,1,12,6.4,0,0,86.11111111,0,0
10,24,2,12.5,6.3,0,0,88.88888889,0,0
10,24,3,12.8,6.3,0,0,86.11111111,0,0
10,24,4,12.3,6.1,0,0,88.88888889,0,0
10,24,5,11.7,5.9,0,0,88.88888889,0,0
10,24,6,11.1,5.8,0,0,88.88888889,0,0
10,24,7,10.9,5.6,133.3333333,41.66666667,91.66666667,7.6,-70.1
10,24,8,11.9,5.4,391.6666667,105.5555556,94.44444444,18.8,-60.4
10,24,9,13.1,5.3,477.7777778,152.7777778,94.44444444,28.8,-48.6
10,24,10,14.3,5.2,255.5555556,238.8888889,83.33333333,37,-34
10,24,11,14.9,5.1,205.5555556,277.7777778,80.55555556,42.2,-16.2
10,24,12,14.9,4.9,336.1111111,275,91.66666667,43.6,3.9
10,24,13,15.5,4.8,269.4444444,263.8888889,86.11111111,40.6,23.3
10,24,14,15.6,4.7,163.8888889,219.4444444,77.77777778,34.1,39.9
10,24,15,16.5,4.6,105.5555556,147.2222222,69.44444444,25.1,53.3
10,24,16,16.1,4.7,38.88888889,61.11111111,52.77777778,14.6,64.2
10,24,17,15.7,4.8,288.8888889,13.88888889,55.55555556,3,73.4
10,24,18,14.5,4.9,0,0,58.33333333,0,0
10,24,19,13.2,5.1,0,0,58.33333333,0,0
10,24,20,12.1,5.2,0,0,61.11111111,0,0
10,24,21,11.2,5.3,0,0,63.88888889,0,0
10,24,22,10.8,5.3,0,0,66.66666667,0,0
10,24,23,9.8,5.3,0,0,69.44444444,0,0
10,24,24,9.3,5.3,0,0,72.22222222,0,0
10,25,1,8.5,5.3,0,0,72.22222222,0,0
10,25,2,7.9,5.3,0,0,75,0,0
10,25,3,7.6,5.3,0,0,80.55555556,0,0
10,25,4,7.5,5.4,0,0,83.33333333,0,0
10,25,5,7,5.5,0,0,86.11111111,0,0
10,25,6,6.7,5.5,0,0,86.11111111,0,0
10,25,7,7.8,5.7,344.4444444,38.88888889,88.88888889,7.4,-69.8
10,25,8,9.6,5.7,605.5555556,75,94.44444444,18.6,-60.1
10,25,9,12.6,5.8,727.7777778,97.22222222,100,28.6,-48.3
10,25,10,14.6,5.5,769.4444444,113.8888889,102.7777778,36.7,-33.8
10,25,11,15.9,5.2,783.3333333,127.7777778,108.3333333,41.9,-16
10,25,12,16,4.8,786.1111111,130.5555556,111.1111111,43.2,3.9
10,25,13,16.4,4.5,780.5555556,125,111.1111111,40.3,23.2
10,25,14,16.8,4.2,758.3333333,108.3333333,113.8888889,33.8,39.7
10,25,15,17.1,3.9,694.4444444,88.88888889,119.4444444,24.8,53.1
10,25,16,16.9,4,519.4444444,66.66666667,116.6666667,14.3,63.9
10,25,17,16.5,4.2,455.5555556,13.88888889,111.1111111,2.8,73.2
10,25,18,14.7,4.3,0,0,102.7777778,0,0
10,25,19,13.7,4.4,0,0,97.22222222,0,0
10,25,20,13.3,4.5,0,0,91.66666667,0,0
10,25,21,12.1,4.7,0,0,86.11111111,0,0
10,25,22,11,4.7,0,0,80.55555556,0,0
10,25,23,10.1,4.8,0,0,75,0,0
10,25,24,9.6,4.8,0,0,69.44444444,0,0
10,26,1,8.4,4.9,0,0,63.88888889,0,0
10,26,2,9,5,0,0,61.11111111,0,0
10,26,3,8.8,5,0,0,58.33333333,0,0
10,26,4,8.3,5,0,0,52.77777778,0,0
10,26,5,7.8,5.1,0,0,50,0,0
10,26,6,8.1,5.2,0,0,47.22222222,0,0
10,26,7,8.1,5.2,22.22222222,25,41.66666667,7.2,-69.6
10,26,8,8.9,5.3,16.66666667,61.11111111,38.88888889,18.4,-59.8
10,26,9,10.1,5.3,11.11111111,94.44444444,38.88888889,28.3,-48.1
10,26,10,10.9,5.7,13.88888889,116.6666667,38.88888889,36.4,-33.5
10,26,11,12.6,6,27.77777778,186.1111111,47.22222222,41.6,-15.9
10,26,12,14.3,6.3,58.33333333,233.3333333,55.55555556,42.9,3.9
10,26,13,16.2,6.6,175,261.1111111,75,39.9,23.1
10,26,14,16.8,6.9,19.44444444,133.3333333,41.66666667,33.5,39.5
10,26,15,16.9,7.3,13.88888889,83.33333333,36.11111111,24.6,52.8
10,26,16,16.1,7.5,16.66666667,47.22222222,38.88888889,14.1,63.7
10,26,17,15.9,7.7,25,11.11111111,36.11111111,2.6,72.9
10,26,18,15.8,7.9,0,0,27.77777778,0,0
10,26,19,16.1,8.1,0,0,25,0,0
10,26,20,14.4,8.3,0,0,22.22222222,0,0
10,26,21,13.3,8.5,0,0,16.66666667,0,0
10,26,22,13.3,8.6,0,0,11.11111111,0,0
10,26,23,13.2,8.7,0,0,13.88888889,0,0
10,26,24,13.1,8.8,0,0,13.88888889,0,0
10,27,1,13.3,9,0,0,11.11111111,0,0
10,27,2,13.5,9.1,0,0,13.88888889,0,0
10,27,3,13.9,9.2,0,0,13.88888889,0,0
10,27,4,13.6,9,0,0,27.77777778,0,0
10,27,5,13,8.8,0,0,41.66666667,0,0
10,27,6,12.4,8.6,0,0,55.55555556,0,0
10,27,7,12,8.4,275,38.88888889,69.44444444,7,-69.3
10,27,8,14.2,8.2,527.7777778,86.11111111,86.11111111,18.1,-59.5
10,27,9,16.3,8,650,113.8888889,91.66666667,28.1,-47.8
10,27,10,18.1,7.7,691.6666667,136.1111111,94.44444444,36.1,-33.3
10,27,11,19.2,7.3,711.1111111,150,97.22222222,41.2,-15.7
10,27,12,19.8,7,716.6666667,155.5555556,100,42.5,3.9
10,27,13,20.3,6.6,705.5555556,147.2222222,102.7777778,39.6,23
10,27,14,20.1,6.2,691.6666667,125,105.5555556,33.2,39.3
10,27,15,21,5.9,625,100,111.1111111,24.3,52.6
10,27,16,19.8,6.1,369.4444444,75,100,13.8,63.4
10,27,17,18.8,6.3,191.6666667,13.88888889,97.22222222,2.4,72.6
10,27,18,17.7,6.5,0,0,97.22222222,0,0
10,27,19,16.6,6.7,0,0,94.44444444,0,0
10,27,20,15.1,6.9,0,0,91.66666667,0,0
10,27,21,14.4,7.1,0,0,91.66666667,0,0
10,27,22,13.6,7,0,0,91.66666667,0,0
10,27,23,12.6,7,0,0,88.88888889,0,0
10,27,24,11.8,6.9,0,0,91.66666667,0,0
10,28,1,11.4,6.9,0,0,88.88888889,0,0
10,28,2,11.2,6.8,0,0,88.88888889,0,0
10,28,3,11,6.8,0,0,88.88888889,0,0
10,28,4,9.9,6.8,0,0,88.88888889,0,0
10,28,5,9.9,6.8,0,0,88.88888889,0,0
10,28,6,9.2,6.8,0,0,88.88888889,0,0
10,28,7,9.7,6.8,294.4444444,36.11111111,91.66666667,6.8,-69
10,28,8,10.7,6.8,563.8888889,77.77777778,91.66666667,17.9,-59.2
10,28,9,13.5,6.8,694.4444444,102.7777778,94.44444444,27.8,-47.5
10,28,10,16.3,6.6,733.3333333,122.2222222,100,35.8,-33.1
10,28,11,17.9,6.4,750,136.1111111,102.7777778,40.9,-15.6
10,28,12,18.5,6.1,747.2222222,141.6666667,105.5555556,42.2,3.9
10,28,13,18.9,5.9,736.1111111,136.1111111,108.3333333,39.3,22.8
10,28,14,18.7,5.7,727.7777778,113.8888889,108.3333333,32.9,39.1
10,28,15,19.2,5.5,658.3333333,91.66666667,111.1111111,24,52.4
10,28,16,18.9,5.8,477.7777778,66.66666667,108.3333333,13.6,63.2
10,28,17,18.3,6.1,297.2222222,13.88888889,105.5555556,2.2,72.4
10,28,18,17.5,6.4,0,0,102.7777778,0,0
10,28,19,16.3,6.7,0,0,97.22222222,0,0
10,28,20,14.8,7,0,0,94.44444444,0,0
10,28,21,13.7,7.4,0,0,91.66666667,0,0
10,28,22,12.8,7.3,0,0,88.88888889,0,0
10,28,23,12.3,7.2,0,0,91.66666667,0,0
10,28,24,12,7.1,0,0,88.88888889,0,0
10,29,1,11.5,7.1,0,0,88.88888889,0,0
10,29,2,10.9,6.9,0,0,88.88888889,0,0
10,29,3,10.7,6.9,0,0,88.88888889,0,0
10,29,4,10.3,6.9,0,0,88.88888889,0,0
10,29,5,9.8,6.9,0,0,88.88888889,0,0
10,29,6,9.9,7,0,0,86.11111111,0,0
10,29,7,9.5,7,288.8888889,36.11111111,86.11111111,6.6,-68.7
10,29,8,10.9,7,502.7777778,86.11111111,88.88888889,17.7,-59
10,29,9,13.5,7.1,622.2222222,116.6666667,91.66666667,27.6,-47.3
10,29,10,16.8,6.9,669.4444444,141.6666667,94.44444444,35.5,-32.9
10,29,11,19.3,6.7,680.5555556,161.1111111,100,40.6,-15.5
10,29,12,20,6.5,280.5555556,272.2222222,83.33333333,41.8,3.9
10,29,13,18.6,6.3,111.1111111,241.6666667,69.44444444,39,22.7
10,29,14,18.6,6.1,538.8888889,163.8888889,97.22222222,32.6,38.9
10,29,15,17.8,5.9,600,102.7777778,100,23.8,52.1
10,29,16,16.3,5.7,422.2222222,69.44444444,100,13.4,62.9
10,29,17,15,5.6,244.4444444,13.88888889,100,1.9,72.1
10,29,18,13.9,5.4,0,0,100,0,0
10,29,19,13.1,5.3,0,0,100,0,0
10,29,20,12.4,5.1,0,0,100,0,0
10,29,21,11.9,5,0,0,100,0,0
10,29,22,11.2,4.9,0,0,100,0,0
10,29,23,10.1,4.9,0,0,97.22222222,0,0
10,29,24,9.4,4.9,0,0,97.22222222,0,0
10,30,1,8.7,4.9,0,0,97.22222222,0,0
10,30,2,8,4.9,0,0,97.22222222,0,0
10,30,3,7.3,4.9,0,0,94.44444444,0,0
10,30,4,6.9,4.9,0,0,97.22222222,0,0
10,30,5,6.2,4.9,0,0,94.44444444,0,0
10,30,6,5.9,4.9,0,0,94.44444444,0,0
10,30,7,6,4.9,338.8888889,33.33333333,94.44444444,6.5,-68.4
10,30,8,7.1,4.9,597.2222222,72.22222222,97.22222222,17.5,-58.7
10,30,9,10.4,4.9,730.5555556,91.66666667,102.7777778,27.3,-47
10,30,10,13,4.8,775,108.3333333,105.5555556,35.2,-32.7
10,30,11,13.4,4.7,797.2222222,119.4444444,108.3333333,40.3,-15.4
10,30,12,14.5,4.5,791.6666667,125,111.1111111,41.5,3.9
10,30,13,15.3,4.4,786.1111111,119.4444444,111.1111111,38.7,22.6
10,30,14,15.5,4.3,769.4444444,100,113.8888889,32.3,38.7
10,30,15,15.8,4.2,694.4444444,83.33333333,113.8888889,23.5,51.9
10,30,16,15.9,4.1,519.4444444,61.11111111,116.6666667,13.1,62.7
10,30,17,15.4,4,244.4444444,13.88888889,116.6666667,1.7,71.9
10,30,18,13.9,3.9,0,0,113.8888889,0,0
10,30,19,12.1,3.9,0,0,111.1111111,0,0
10,30,20,11.8,3.8,0,0,111.1111111,0,0
10,30,21,10.9,3.7,0,0,111.1111111,0,0
10,30,22,10.2,3.9,0,0,108.3333333,0,0
10,30,23,9.2,4,0,0,105.5555556,0,0
10,30,24,8,4.1,0,0,105.5555556,0,0
10,31,1,7.3,4.2,0,0,100,0,0
10,31,2,6.9,4.4,0,0,100,0,0
10,31,3,6.4,4.5,0,0,100,0,0
10,31,4,6.1,4.5,0,0,97.22222222,0,0
10,31,5,5.7,4.5,0,0,97.22222222,0,0
10,31,6,5.2,4.6,0,0,97.22222222,0,0
10,31,7,4.9,4.6,330.5555556,33.33333333,94.44444444,6.3,-68.2
10,31,8,6.3,4.6,550,77.77777778,97.22222222,17.3,-58.4
10,31,9,8.9,4.7,675,102.7777778,100,27.1,-46.8
